textID,text,selected_text,sentiment
a8d1027c8c,"New Star Trek movie = Awesomeness. Unnecessary brief underwear scene (pun intended) but besides that, just awesomeness.  #startrek",Awesomeness.,positive
5e13a993c5, Lol read me like a book,Lol read me like a book,neutral
e65268ad17,_76 haha.  weird?!?  no sunshine for us,haha.  weird?!?  no sunshine for us,neutral
d0a76fe9fd," lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha","lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha",neutral
831e0978b3,Computer remains dead,dead,negative
8a533f0857, are you feeling better? sorry you`re feeling under!,sorry you`re feeling under!,negative
4627ff9406,there`s not many things better than sleeping with my windows open,there`s not many things better than sleeping with my windows open,positive
19c2a280f9,Happy Star Wars Day. May the 4th be with you!  Nice that we get a holiday to celebrate  #fb,Nice,positive
4d1d3dd893," aww homesick  i feel you! im homesick for my 2nd home, campp",homesick,negative
b32dc83d64,"excited about CWPM tomorrow.. only one member is going but still , its a good start","excited about CWPM tomorrow.. only one member is going but still , its a good start",positive
724eb69f24, I`ve had to do laundry for the last two days,I`ve had to do laundry for the last two days,neutral
93e40968e6,My work buddy left early today so now im all lonely.  keep lookin at the time and its barely only a min later than last time,lonely.,negative
1e46a09055, i think you`d look cute in the beanie hat,cute,positive
3b0233bc9a,I love the sunshine and the happiness it brings,I love,positive
044d652e38,sheboygan / teekay / other kids / fight / angus / ryan / mall / mcdonalds / high / party / beer pong / drink / drive home. fun night,fun night,positive
4c62eea962,no one wants a #VirtualKiss,no one wants a #VirtualKiss,neutral
8cabb0ce39,"Yay, my train is late... It starts here but it`s 15 mins late arriving from London in the first place","Yay, my train is late... It starts here but it`s 15 mins late arriving from London in the first place",negative
3bf1999f2f,Trully a awful day! ****!,awful,negative
9fe28061a7," ik, i feel sooo bad for them",feel sooo bad,negative
0ba8d6cdb3, actually was planning on working @ w12th but alas meetings kaiboshed that plan,actually was planning on working @ w12th but alas meetings kaiboshed that plan,neutral
b949547ec7," Lunch, yes. A date, nope.","Lunch, yes. A date, nope.",neutral
6cea489b30, OMG! I KNOW!  I give myself a stroke everytime I go getting mad at them. (Quietly with the windows rolled up.    ),OMG! I KNOW!  I give myself a stroke everytime I go getting mad at them.,negative
2b88988152, so how are you doing this morning ?,so how are you doing this morning ?,neutral
2af5610991,"   that was flippin` sweet, dudes. thanks for sharing",es. thank,positive
dcea42f1c3, gosh! i hate it. my school will start in monday too.  and my classes will start 6.00 and end at 12.00 i`ll never had a chance,hate,negative
ca047873ea,have to return my sideways. **** meds and bills.,****,negative
ba4c211b94," : http://tinyurl.com/c6tvz5 Germany loves you, haha.","Germany loves you,",positive
b955aca87c,Heading into Glasgow for a rehearsal for my upcoming show,Heading into Glasgow for a rehearsal for my upcoming show,neutral
9f6f40324c, true but if I don`t put a case on it I`ll break it in a week.  don`t worry ill find a way to make it work.,true but if I don`t put a case on it I`ll break it in a week.  don`t worry ill find a way to make it work.,neutral
ecfa6fb0f3,  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !,AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH,neutral
be007a874c, the idiom?? doesn`t ring a bell eh? hahaha. y`are really thinking of food?! nope. actually in the bathroom. teehee,the idiom?? doesn`t ring a bell eh? hahaha. y`are really thinking of food?! nope. actually in the bathroom. teehee,neutral
86db8cc373,I am so hungry! And there is no food for me to steal,no food,negative
25bb6325fd,Leaving NOLA today  Counting down the seconds `til I start crying. Love this place so much.,l I start crying. Love this place so much.,positive
db122f85bd,stoped broadcasting on blogtv coz they all left  and was on my own and one one came any way xD,they all left,negative
eb6391f98d, those aren`t even the old dolls...they are the new ones that look like sailor moon!,those aren`t even the old dolls...they are the new ones that look like sailor moon!,neutral
6dc71e1867, haha what`s up Matt ?,haha,positive
0b94135524, Ever seen the tv show Dead Like Me? I died and became a grim reaper. Taking people`s souls after accidents,Ever seen the tv show Dead Like Me? I died and became a grim reaper. Taking people`s souls after accidents,neutral
8bddc66769,I`m bored at work,I`m bored at work,negative
fdf1b79e65,Just saw my boo he went back to work now time to do my hair but it`s going to rain WTF,WTF,negative
d091dd19f7," ill call you on my home phone to your home phone    after dinner tho! coz im almost ready to eat, is that ok? ****","ill call you on my home phone to your home phone    after dinner tho! coz im almost ready to eat, is that ok?",neutral
1a862634b2,Its chilly n lonley n this livingroom,lonley,positive
78f7aed777,i seriously need to live somewhere fabulously queer. i miss being around **** people,i seriously need to live somewhere fabulously queer. i miss being around **** people,negative
4cbb260f3f,I got a Coach purse,I got a Coach purse,neutral
dd6b7946a9,"#PhpEd 5.6 running successfuly via #wine , now to get EMS running","#PhpEd 5.6 running successfuly via #wine , now to get EMS running",neutral
ea80df7e79,i looked all cute too!,cute,positive
bfc65afb8b,loves it that the first Monday of May is a Bank Holiday!  http://plurk.com/p/roxar,loves it th,positive
994944c3c1,"just arrived at , on about 150 fellows i can`t see a girl!","just arrived at , on about 150 fellows i can`t see a girl!",neutral
cf0256169d, but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare,love,positive
bf6c374047,Wearing glasses gives me a headache.,headache.,negative
c370adb544, I could but won`t get here in time before my Vegas trip  So I`ll still look like a noob there~,a noob,negative
1f65d8982f," is my son - he gets my vote today coz he has grown into a loving, caring `soul-full` man - who loves his mum",who loves his mum,positive
134aac35ae, follow me please!,follow me please!,neutral
93c8ab2b73," so sorry to hear that.  I lost two hard drives this year, I know the feeling",sorry,negative
39d72e4fc8, not impressed....! it might go away if you complain too much!  x,not impressed..,negative
08905243a1,Why don`t any of my friends ever miss me  why do 40 year old pervs like me  why can`t I be a shape shifter ((((((((((((((((((,miss,negative
95005befea,More pictures! It was such a pretty day  http://tr.im/kWOD #fb,pretty,positive
c1885fae62, Yea...looks like it is...sorry abt nt gettin in touch..was hectic,.sorry abt nt gettin in touch..was hectic,negative
5e7dfb5b07, OMG THAT`S AWESOME. this is the first time ever i`m not seeing it the day it comes out. Demi is taking over my day. haha,AWESOME.,positive
305a3f696e,  u don`t know harajuku lovers?,u don`t know harajuku lovers?,neutral
d667ecff01,i have runny nose... i can`t breathe.. terrible feeling...,i have runny nose... i can`t breathe.. terrible feeling...,negative
a7f0fb80a9,Morning world! back to the office after longgggggggg weekend,Morning world! back to the office after longgggggggg weekend,neutral
85ba9e6680,time to mow the lawn.,time to mow the lawn.,neutral
df54875b1b,"Aight, pau au`au... Heading to the Blaisdell Arena for the Ladies of the 80`s concert!!! CheeHee... Awwrrite!!!","Aight, pau au`au... Heading to the Blaisdell Arena for the Ladies of the 80`s concert!!! CheeHee... Awwrrite!!!",neutral
a275019a52,What a fun night,What a fun night,positive
8ffef80a92, 4X4s are the shizz,4X4s are the shizz,neutral
b3829e3f62,Shoutout to Reyah my fellow Philly homegirl we`re both making the best of hard situations  (PUSH) pray until something happens.. much love,Shoutout to Reyah my fellow Philly homegirl we`re both making the best of hard situations  (PUSH) pray until something happens.. much love,neutral
0bc8b2e1b6,"just at home, not much going on, had a long day","just at home, not much going on, had a long day",neutral
edaa2912b8, video is not available to us foreigners,video is not available to us foreigners,neutral
19d2343d89,I absolutely love mike watts from sexy heroes,love,positive
e0178922a5,At the airport waiting,At the airport waiting,neutral
9e46e59d01,"I know people say that power naps are good for you all the time, but I kinda always miss the alarm","I know people say that power naps are good for you all the time, but I kinda always miss the alarm",neutral
7266841273,http://tinyurl.com/ry9wap Hi!!! You are pretty man... I cant upload more pics here for some reason  You wrote you wish to find a women ...,You are pretty man..,positive
f71d863707, i want one so bad  get one for me ?? (:,i want one so bad  get one for me,positive
c3940ba4f2,Stupid shopping bags left a red mark on my arm,Stupid,negative
d8aaf6be7a,Im really excited! cant wait,Im really excited! cant wait,positive
bded85b185,I want some pineapple! I miss my baby,I miss my baby,positive
666309a68d,Woke up at 8:30am....now 10:30am and no clue what to do....?,Woke up at 8:30am....now 10:30am and no clue what to do....?,neutral
fddfb19ca1,hello!  ! following on recommendatiion of  !,hello!  ! following on recommendatiion of  !,neutral
d1d252f804," will terminator be on next week`s TRS by chance? and i dont mean tuesday`s release, but the next","will terminator be on next week`s TRS by chance? and i dont mean tuesday`s release, but the next",neutral
4c31317e08,on that note - i do not feel missed.,i do not feel missed.,positive
092a563502,"Ha **** im ready.  but **** that ****, i cant believe she had the balls to call me. Haha Wtf!","Ha **** im ready.  but **** that ****, i cant believe she had the balls to call me. Haha Wtf!",neutral
19a8720477," Gain an instant follower, just use the #**** tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag.","Gain an instant follower, just use the #**** tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag.",neutral
453c9e618b, Thank you for the follow friday love,Thank you for the follow friday love,positive
a9456542d7,Happy mother`s day to all moms out there!  i just played tong-its a while ago.,Happy,positive
1387070fe2,Someone keyed my car.,Someone keyed my car.,negative
927df40c50,drinking cordial  yes im bored,im bored,negative
f515002af1,wtf at facebook spam saying that my DAD is my secret admirer,wtf at facebook spam,negative
96b649ae86,i need to speak with ! but i left my phone at home,i need to speak with ! but i left my phone at home,neutral
80f12a2f56, Thanks! I`m going to the Laker game tonight. Sec 108. I LOVE LA!,I LOVE LA!,positive
e5b9bbc577,i want to see my bud mel  miss hur loads,miss hur loads,negative
07d987dcb2, It didn`t rain.  Lightly misted though.,It didn`t rain.  Lightly misted though.,neutral
38d3911bc7,"oh god they`re breaking down so much plaster what are they doing in there  i like walls, thanks!",thanks!,positive
ef0ca5a8e1,At minibar... listening to politics  maybe some tech starups soon?,At minibar... listening to politics  maybe some tech starups soon?,neutral
ef42dee96c,resting had a whole day of walking,resting had a whole day of walking,neutral
3a72349e97,roll me in your arms cuz i cant remember ever falling this hard.. -avalanche by DC,i cant remember ever falling this hard..,negative
595b764513,Goddamnit! If we live in an age of constant communication why can`t anyone return a text,Goddamnit!,negative
733e189924, such a great idea!,great,positive
1672ec347b,sourish limbs is preventing me from gg out on a friday. not happy. i haven`t been on at 12am for a v long time...even more so on a fri,not happy.,negative
f8201b1ce3," congrats to the A`s!! ugh, we still have til the end of june","congrats to the A`s!! ugh, we still have til the end of june",positive
492624d1b8,@ work do not feel like bein in dis **** today,@ work do not feel like bein in dis **** today,negative
545f3f0247, I don`t know what to say except *hugs*,I don`t know what to say except *hugs*,neutral
e9b733e4d3, let me know how it goes I`m praying. Ummmph. I still can`t believe it.,I still can`t believe it.,positive
25d3a67099, yay! we will have to get together soon and do something,yay!,positive
1e32b7806f,Good Morning Tweeties,Good,positive
e9f9565ec3,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",died at once.,negative
844c3344c5," Sweetie, if you refuse to offend, who will?  We expect it -- nay, we count on it.","Sweetie, if you refuse to offend, who will?  We expect it -- nay, we count on it.",neutral
dc211ab61f," Hey Kelvin, my day`s been fantastic so far! We`re getting ready for a family Mother`s day function shortly",fantastic,positive
facd3fec8b,"Hurray! 'Summer-time' starts today, meaning I only have to work until 4 pm, instead of 4.30. Until August! Yay!",Yay!,positive
32aa43f89f, thanks man. I really appreciate the kind words,really appreciate,positive
10723ad0d7,Packing  I don`t like it..,Packing  I don`t like it..,negative
4b329a0f0f,Trying to sell my GM stock,Trying to sell my GM stock,neutral
3db7c2c604,Is there a way to block followers?  I have no idea who you are. .  Sorry..,Sorry,negative
fda3d9467e," Yeah man, been a while since I heard you spittin`.","Yeah man, been a while since I heard you spittin`.",neutral
0078d9ed94,"Monday is here, One more day","Monday is here, One more day",neutral
d80cd3671a, gl and say hi for me!,gl and say hi for me!,neutral
ebc1f6727e, http://twitpic.com/4w22u - Its so pretty! The girls must love you a whole lot  Happy bday again!,Its so pretty!,positive
13611b97ae,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.",i HATE when i see pregnant women smokinggg!!!!,negative
eef641b862,"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry","Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry",negative
0eb64b8a62,: I will press that ignore button,ignore,negative
62840e7aa9,Just got back from the doctor... I don`t need surgery yayyy!!!!!! But my knees are still ****  not gonna get better,Just got back from the doctor... I don`t need surgery yayyy!!!!!! But my knees are still ****  not gonna get better,neutral
1a83e51de1,fully understands why these cats have cabin fever! Holy ****.. I really wanna be outside!!,fully understands why these cats have cabin fever! Holy ****.. I really wanna be outside!!,neutral
ff1462ff46,Mourning Venus` Third Round Loss....,Mourning,negative
cd829a293c, No code I think  coined the phrase Hottie Switchfoot Guy for Tim HSG for short  ~wendy~,No code I think  coined the phrase Hottie Switchfoot Guy for Tim HSG for short  ~wendy~,neutral
aae9bbceab, happy mother`s day! you are beautiful.,happy,positive
bfe2aef006,leaving now  dont miss me too much tweetbeaks <3,leaving now  dont miss me too much tweetbeaks <3,negative
b7a83b2609,actually I could do with going to weight watchers,actually I could do with going to weight watchers,neutral
0fe0464b08,Let me google that for you http://lmgtfy.com/,Let me google that for you http://lmgtfy.com/,neutral
f54b97937a," aww lovely! Hope you had a great mother`s day, our little mother hen  did you get in contact with sharn?",aww lovely!,positive
0abda8c9fe,waiting to go to the movies later for my 6th month. booored.,booored.,negative
3d17c4811f,Sorry was that mean,Sorry,negative
1613776beb,is feeling good.. kinda tired.. miss him... can`t wait for grad this weekend!!,good..,positive
9fa26acb0f,I`ve already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,I`ve already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,neutral
ae6b58f5a4,_erincharde yea as an afterthought,_erincharde yea as an afterthought,neutral
ea816f7a95,Thanks Synn!,Thanks,positive
534894deb9,besides feeling sick...some things have made me feel particularly happy,besides feeling sick...some things have made me feel particularly happy,neutral
4bfc600740, hey u know the sub on digg I said I needed help on soon? well it`s up now n wud love it if u could digg it pls  Kaushik,hey u know the sub on digg I said I needed help on soon? well it`s up now n wud love it if u could digg it pls  Kaushik,neutral
bc18f58d97, well kris is making me a sick panda,making me a sick panda,negative
f602093f0f,"Oh, tonight is a good night",tonight is a good night,positive
ef6552e483, I found a link on WWE.com  http://www.wwe.com/inside/industrynews/kennedyreleased stinks!,d stinks,negative
e595755787,ughhhhhhhh i don`t feel good,ughhhhhhhh i don`t feel good,negative
2489e8afd3, I might give it another go.,I might give it another go.,positive
ae1596d928, Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).,Thanks!,positive
a1015c728a, i work til 10:15...,i work til 10:15...,neutral
7b3779a808,my head is hurting,hurting,negative
7fa4e3d867," hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  ****",! good luck,positive
8b92373be1,"My Twitter was born on 12 Feb 09. Today, at this point of time, 4 May 09, 3:56pm (GMT+8), I have 805 tweets (including this one).","My Twitter was born on 12 Feb 09. Today, at this point of time, 4 May 09, 3:56pm (GMT+8), I have 805 tweets (including this one).",neutral
18e7354ffa,done with facebook. off to jamlegend,done with facebook. off to jamlegend,neutral
428fd23d7f, and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,miss,negative
eedc5ecfd4,"So much happier, despite my looming departure","happier,",positive
4659fa6f4d,"wow, EMC`s new site is - different","wow, EMC`s new site is - different",neutral
468b447bba,Been helping ex-student with Uni assignment via Skype .... gotta love a connected world. Now sudying `game design`. Even better.,love,positive
831fdce350,super hungry... Dominos or martabak... both tempting and fattening,super hungry... Dominos or martabak... both tempting and fattening,neutral
62cadd8452,going to have bfast now,going to have bfast now,neutral
b8c5684a6d," No! Strange, each time we return I feel like I have come home and yet I have no Spanish blood that I know of....","No! Strange, each time we return I feel like I have come home and yet I have no Spanish blood that I know of....",neutral
833268a50f,need to get a hand,need to get a hand,neutral
8c1e6ce263,Finished Breaking Dawn last night. I managed to finish those 800 pages in 3 days. It was so good! I`m sad that I`m done w/ Twilight Saga,It was so good! I`m sad that I`m done w/ Twilight Saga,neutral
df49980ffb,Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!,Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!,neutral
ae09e9a0a2,morning  football today! thinking of learning some Applescript,morning  football today! thinking of learning some Applescript,neutral
cc6e242e88, you`re very welcome! I love reviewing free apps as much as downloading/using them!,! I love reviewing free apps,positive
a44a7ec4ff,last night`s paper writing session=still not done. I need to prioritize better.,still not done.,negative
27d5b9785b," always come up when we have the money least, it`s the rotten law of averages",it`s the rotten law of averages,negative
6417d4f073, don`t make me smite you! and yeah  yeah it really does. No cuties for me,. No cuties for me,negative
e8935fb37d,"me & kelly share the same last name, wouldnt that be sweet if we were related  ",sweet,positive
26e6069bcd,Watching The Seeker,Watching The Seeker,neutral
152ad92b46,JUST GOT TO LA  MISS HAWAII ALREADY! DANG,DANG,negative
b4a1194ebd, You`re a real ****. I`m gonna slap you in public.,You`re a real ****. I`m gonna slap you in public.,negative
54f14720f2,I can`t feel the weekend fever anymore when everyday is  a day off,I can`t feel the weekend fever anymore when everyday is  a day off,negative
c7aa444de6,At the hospital today then shopping with mom  Love you so much.,Love you so much.,positive
3301f3ea67, i missed the sun as was too busy gettin hot and bothered in the shops  will have to make up for it at the weekend! x,i missed the sun as was too busy gettin hot and bothered in the shops  will have to make up for it at the weekend!,neutral
170b181fd5,nothings better then going out for chinese at the supperinn with ma fave cousins at 1am,with ma fave cousins at,positive
0d671185f5,Goodmorning yall! I woke up to early,Goodmorning,positive
db1eddbe0b,All the money in the world could never make me as happy as being a stay-at-home mom with my son,All the money in the world could never make me as happy as being a stay-at-home mom with my son,positive
21651819b4, no deal I want it as well as my netbook and iPhone please,no deal I want it as well as my netbook and iPhone please,neutral
ba9f75c8be,last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,can you say emotional? im really gonna miss mh,negative
b06ec44a08,i had navy blue under my black nailpolish for a while and i think it stained my nails a little..,i had navy blue under my black nailpolish for a while and i think it stained my nails a little..,neutral
8d1ab2e696,goodnight world.... goodnight eddplant.,goodnight world.... goodnight eddplant.,neutral
60aafdba55,could be getting sacked soon not good,not good,negative
c9d53a9127,Finally got all 7 overdue books out of the little room and into my now overstuffed back pack!,Finally got all 7 overdue books out of the little room and into my now overstuffed back pack!,neutral
dfcccb13ba,Happy moms day,Happy moms day,positive
21229d4e1b, 'VISION OF LOVE' Play now 'i had the vision of luv n it was aaaaaoOUoOuoOUU that u..turn out..toOoo' Mariah this ur part,LOVE',positive
ba95446fac, It`s been doing it for two days. We have a comcast technician scheduled for tomorrow morning.,It`s been doing it for two days. We have a comcast technician scheduled for tomorrow morning.,neutral
9c3230d367, (Raises hand) Oh! Oh! Me too! #caffeine,(Raises hand) Oh! Oh! Me too! #caffeine,neutral
2b8f8b26cf, playing with image,playing with image,neutral
54c6bd2f01,Finally gonna try and fall asleep goodnight.. More like morn... I sleeP,goodnight..,positive
5759558ce2,**** back home in tallcree (rez)  now i cant see my boyfriend,****,negative
45e6e6e9a9,"Heeey, we won ice hockey....we are winners!!",we are winners!!,positive
2144088a6d,today was busy.. geez. getting ready then graduation,today was busy.. geez. getting ready then graduation,neutral
55f9d3b9cb, that`s how it is supposed to be and sometimes we get too busy to recognize that but always family after God,that`s how it is supposed to be and sometimes we get too busy to recognize that but always family after God,neutral
10412b6712, i heard it is not illegal unless you are caught,i heard it is not illegal unless you are caught,negative
2225e0fa43,"Jeff can`t get his visa in time to come visit me!    I`m so sad.  In other news, I`m going to Lapa tonight to samba the night away.",`m so sa,negative
a2f7603736,Getting ready for work.,Getting ready for work.,neutral
17f4b1d5d9, if you were down the road from me you can bet i would be right there  #MMOT,if you were down the road from me you can bet i would be right there  #MMOT,neutral
bfcd1a6fd4,still no date for bon iver next week,still no date for bon iver next week,neutral
56d87a6494,Speaking to my new tweeples.... getting acquainted with them... If you`ve never spoke to me.. Do so now,Speaking to my new tweeples.... getting acquainted with them... If you`ve never spoke to me.. Do so now,neutral
0c76360da8,"#BSNL, Stupid net went down.. Been without email for a whole day",Stupid net went down..,negative
ea4339c9ee,Training #Stud-Life: A fost Tiberiu Lovin la noi. Am aflat ca sunt imbecili peste tot. FUN,FUN,positive
bd85c138d5,"Yaaaaaaay, bday!","Yaaaaaaay,",positive
fe9add80f6,**** i hate when the strawberries run out in my special K,**** i hate when the strawberries run out in my special K,negative
df13e0df02,"Actually a great start to the day, hope it continues  getting my new american oversized bed in the evening!",great,positive
8c65580698,never answer me back,never answer me back,negative
8489166688," AWWWE! I live in Van, would`ve been so great to see you  but have a great flight!",a great flight!,positive
266f2b4251, xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.,u enjoy,positive
04898b63de,my tv is so boring,boring,negative
c7f2f78593, You can save it for next time!!   ? http://blip.fm/~5z2sv,You can save it for next time!,neutral
d5bede7874,"aww i can`t believe that wee girl on bgt was crying, it was so sad","bgt was crying, it was so sad",negative
c028f1fd80," had not heard the title or author before, must look it up  Enjoy",Enjoy,positive
f2a4deffe9,Tweet Later! Byee,Tweet Later! Byee,neutral
25f052b8a7,wants the tickets for the concert,wants the tickets for the concert,neutral
5ab16f3164,Reading through today`s paper along with some watered down coffee compliments of my `rents...,Reading through today`s paper along with some watered down coffee compliments of my `rents...,neutral
a42cc50619,"Hummmmm..... ohh  i miss you so much!!! really, but i hope you have a nice friends, like us :]","i miss you so much!!! really, but i hope you have a nice friends, like us",neutral
ed50142b2e," Oh yeah, i`m the poorest person of all. But i shouldnt joke about that, poor other people",poor other people,negative
70a0bcd877,I wish I was going to see      today!! I`m sad I dont,I`m,negative
b2a8d75ab9,Awwwwwww holly,Awwwwwww holly,neutral
3454a7bc61,A very special HAPPY MOTHER`S DAY to all Mommies!,A very special HAPPY MOTHER`S DAY to all Mommies!,positive
e96b7ece65,So I just failed my second year of med school. I don`t know what to do or say.,I just failed my second year of med school.,negative
3d309d0f6c,just watching hollyoaks omg,just watching hollyoaks omg,neutral
c62590abcd,"    Shiv, his place, slowly I hope",y I ho,positive
4e12593253,I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout,wonderful breakfast!!,positive
5c3831e16a, another david hughes on your list? I`m hurt   ftw!,I`m hurt,negative
43898baa09," sleep? I need to go to my mums but by the time I get there, Clara will be in bed","sleep? I need to go to my mums but by the time I get there, Clara will be in bed",neutral
957b47f07c, Izzy!!! So sorry to hear that - what a disaster,So sorry to hear that - what a disaster,negative
e2f90b07df,says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r,says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r,neutral
d7da93248c,The computers and the Ethernet at school are so slow!,are so slow!,negative
fc0bf9b8e3,"ah! A clean house...finally, so nice","finally, so nice",positive
a9f8ba080b,it was t4 i think hannah  ****,it was t4 i think hannah  ****,neutral
5a97187c73,"Been working on a framework for web based #SL application. Have product registration, server, login, site, security, & comms all done","Been working on a framework for web based #SL application. Have product registration, server, login, site, security, & comms all done",neutral
451d4789cf,Happy Mother`s Day to all the moms out there! Special shout to my momma...Luv ya! And Pat....even though you`re a Jehovah`s Witness,Happy,positive
df8d4f969a,Thinking about opening MacMaze sources as I don`t have time to work on it anymore,I don`t have time to work on it anymore,negative
80771b83eb, get  the twilightguy on your show,get  the twilightguy on your show,neutral
720e3fffc1, I dont have one here - dunno if my mom ever had one or not -,I dont have one here - dunno if my mom ever had one or not -,neutral
1ded141930,Lula is not feeling well.  http://tinyurl.com/m8kcsq,not feeling well.,negative
457b6dcd92,"morning world, is raining 2day so revision don`t seem so tough,","morning world, is raining 2day so revision don`t seem so tough,",positive
78a3dec169,not feelin 2day,not feelin 2day,neutral
fc65bcadd4, omg! I saw ur update nd it said 'David Archuleta'!!!! lol. They shoulda had more David on it! <33 David`s awsome!!  t4p!,awsome!,positive
58a123f4c0," How BOut What Your Doing Now, or what you gonna do today  lol","How BOut What Your Doing Now, or what you gonna do today  lol",neutral
6ee881ba67,I went to the World Education fair today. It was a whole different kind of circus.,I went to the World Education fair today. It was a whole different kind of circus.,neutral
a3b20c9c86," A mocha at 12:30am? My, youï¿½re brave",brave,positive
e46c6de79e, Good to hear  I have a feeling though the `behind the scenes` and/or being there is better than what is shown on TV!,Good,positive
9afcd8fb3f,_ Sounds like you got a fan in Danstorce.,Sounds like you got a fan,positive
c262136842, A group of people naked  woooh,A group of people naked  woooh,neutral
57a498a841,"  yahyan:  iaaaaaaaaaaaaan, i was just joking",st jokin,positive
524d024523,LOVE  LOVE him.  http://bit.ly/chLaV   @ that tease of Your Baby @ the end... boooooo. still luv tho.,LOVE  LOVE him.,positive
bddfc3ed86,I woke up and my hiccups came back!,I woke up and my hiccups came back!,neutral
d46c824953, she was performing at the lifeball in vienna this year but unfortunately i didn`t get the chance to see her.,she was performing at the lifeball in vienna this year but unfortunately i didn`t get the chance to see her.,negative
5cbf38040c,having a great time in kc  http://twitpic.com/4w3fi,great,positive
a9d6916903,Got really sick today  text me later. Nap time,sick,negative
1a760553fc,i have perused the #fieldnotes website and it is good.  too bad i must return to work,i have perused the #fieldnotes website and it is good.  too bad i must return to work,neutral
8e0d01bd84, did you find them? Tell us how they turn out won`t you! We`re making blueberry pancakes this morning,did you find them? Tell us how they turn out won`t you! We`re making blueberry pancakes this morning,neutral
505b9964bd,I forgot to charge my cell last night and now it`s dead,forgot,negative
aa8d20ba00,WELL one is a muscle relaxant and the other is an narcotic If your still not getting help i dunno what to say  moist heat?!,WELL one is a muscle relaxant and the other is an narcotic If your still not getting help i dunno what to say  moist heat?!,neutral
243fbb5ffd," Love that she couldn`t just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom.","First one is priceless, but the speedo is great, too.  Kudos to mom",positive
1186db9526, I know  It **** sucks. anyway you can get a fake id or something?,I know  It **** sucks. anyway you can get a fake id or something?,negative
7a59c602a8,"Having indian food in the middle of Wales, very very typical, huh?","Having indian food in the middle of Wales, very very typical, huh?",neutral
5893e2e4fe, shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me,? i dontlike the fact,negative
a2bc3f79a8, Have a nice Sunday  ****,nice,positive
e9f4bb31d6, no...i`m just tired..,..i`m just tired..,negative
eff3042c00,is watching 1000 places to see before you die,is watching 1000 places to see before you die,neutral
d5ab1ab06f, woohoo! congrats to your friend and the boyfriend.,woohoo!,positive
f9f99c41a6,Ugh talk to me someone  I`m really bored.,bored.,negative
1186ca4490,I heard an icecream truck and took of like a shot but I couldn`t catch it.,I couldn`t catch it.,negative
b7ba642946,Im liking escape the fate alot tonight.  excited for ESTK      NemoNemesis,Im liking escape the fate alot tonight.  excited for ESTK      NemoNem,neutral
5b8c529f3c,He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq,He brings SOOO much joy!!,positive
35303d9d63, Tom are the MITO tour dvd`s still being made cos no where seem to be stealing them and i really want a copy,Tom are the MITO tour dvd`s still being made cos no where seem to be stealing them and i really want a copy,neutral
cfdbb7f29e,Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,amazing,positive
b718f8e1ec,"ugh, i dont feel like going to work today","ugh,",negative
c180d0029c, Hey  Why thankyou. How`s u? x,Hey  Why thankyou. How`s u?,neutral
54fa87a1cf,jb are so cute!  lmfao -giggles-,cute!,positive
252eed6804, happy birthday justin! have a lof of fun!!! God bless,happy birthday justin! have a lof of fun!!! God bless,positive
21ab47d9da,"**** on the beach, cosmo, kamikaze, captain america, ahhh fun night. Still not over.",fun,positive
105ad069f4,converting the Armin Only - Imagine concert for my iPhone... fun fun,fun fun,positive
d45a742775,_wx it looks like it did in Ohio after a tornado hit.,it looks like it did in Ohio after a tornado hit.,neutral
